GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Player,Action,ActionClass,ActionDescription,PlayerType,Size
-1533947634,Descent2e,0,ACTION_CHOSEN,56,2,5,2,3,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,57,2,5,2,3,"Move by 7899 to (3,7)",Move,Move: N,OSLA,7
-1533947634,Descent2e,0,ACTION_CHOSEN,58,2,5,2,3,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,59,2,5,2,3,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,8
-1533947634,Descent2e,0,ACTION_CHOSEN,60,2,5,2,3,"Move by 7899 to (4,5)",Move,"Move: NE, N",OSLA,11
-1533947634,Descent2e,0,ACTION_CHOSEN,61,2,5,2,3,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,62,2,5,2,3,End Turn,EndTurn,End Turn,OSLA,5
-1533947634,Descent2e,0,ACTION_CHOSEN,63,3,5,2,4,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,64,3,5,2,4,"Move by 7912 to (2,15)",Move,Move: NE,OSLA,4
-1533947634,Descent2e,0,ACTION_CHOSEN,65,3,5,2,4,"Move by 7912 to (3,14)",Move,Move: NE,OSLA,7
-1533947634,Descent2e,0,ACTION_CHOSEN,66,3,5,2,4,"Move by 7912 to (4,13)",Move,Move: NE,OSLA,6
-1533947634,Descent2e,0,ACTION_CHOSEN,67,3,5,2,4,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,68,3,5,2,4,"Move by 7912 to (4,12)",Move,Move: N,OSLA,9
-1533947634,Descent2e,0,ACTION_CHOSEN,69,3,5,2,4,"Move by 7912 to (4,11)",Move,Move: N,OSLA,10
-1533947634,Descent2e,0,ACTION_CHOSEN,70,3,5,2,4,"Move by 7912 to (4,10)",Move,Move: N,OSLA,7
-1533947634,Descent2e,0,ACTION_CHOSEN,71,3,5,2,4,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,72,3,5,2,4,"Move by 7912 to (5,9)",Move,Move: NE,OSLA,6
-1533947634,Descent2e,0,ACTION_CHOSEN,73,3,5,2,4,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,74,3,5,2,4,"Move by 7912 to (5,8)",Move,Move: N,OSLA,6
-1533947634,Descent2e,0,ACTION_CHOSEN,75,3,5,2,4,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,76,3,5,2,4,"Move by 7912 to (4,7)",Move,Move: NW,OSLA,4
-1533947634,Descent2e,0,ACTION_CHOSEN,77,3,5,2,4,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,3
-1533947634,Descent2e,0,ACTION_CHOSEN,78,3,5,2,4,End Turn,EndTurn,End Turn,OSLA,8
-1533947634,Descent2e,0,ACTION_CHOSEN,79,4,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,4
-1533947634,Descent2e,0,ACTION_CHOSEN,80,4,5,2,0,"Move by 7923 to (4,8)",Move,"Move: S, SW, S",OSLA,23
-1533947634,Descent2e,0,ACTION_CHOSEN,81,4,5,2,0,"Move by 7923 to (3,9)",Move,Move: SW,OSLA,9
-1533947634,Descent2e,0,ACTION_CHOSEN,82,4,5,2,0,"Move by 7923 to (4,10)",Move,Move: SE,OSLA,5
-1533947634,Descent2e,0,ACTION_CHOSEN,83,4,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,84,4,5,2,0,"Move by 7923 to (4,11)",Move,Move: S,OSLA,8
-1533947634,Descent2e,0,ACTION_CHOSEN,85,4,5,2,0,"Move by 7923 to (4,12)",Move,Move: S,OSLA,9
-1533947634,Descent2e,0,ACTION_CHOSEN,86,4,5,2,0,"Move by 7923 to (4,13)",Move,Move: S,OSLA,9
-1533947634,Descent2e,0,ACTION_CHOSEN,87,4,5,2,0,"Move by 7923 to (4,14)",Move,Move: S,OSLA,9
-1533947634,Descent2e,0,ACTION_CHOSEN,88,4,5,2,0,"Move by 7923 to (4,15)",Move,Move: S,OSLA,9
-1533947634,Descent2e,0,ACTION_CHOSEN,89,5,5,2,0,Ranged Attack by 7933 on 7871,RangedAttack,Ranged Attack by Goblin Archer minion on Jain Fairwood (Range: 2.0),OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,90,5,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,91,5,5,2,0,"Move by 7933 to (5,3)",Move,Move: SE,OSLA,7
-1533947634,Descent2e,0,ACTION_CHOSEN,92,5,5,2,0,"Move by 7933 to (3,7)",Move,"Move: SW, S, S, SW",OSLA,20
-1533947634,Descent2e,0,ACTION_CHOSEN,93,6,5,2,0,Ranged Attack by 7953 on 7871,RangedAttack,Ranged Attack by Goblin Archer minion on Jain Fairwood (Range: 2.0),OSLA,5
-1533947634,Descent2e,0,ACTION_CHOSEN,94,6,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,95,6,5,2,0,"Move by 7953 to (3,6)",Move,Move: SE,OSLA,5
-1533947634,Descent2e,0,ACTION_CHOSEN,96,6,5,2,0,"Move by 7953 to (5,8)",Move,"Move: SE, SE",OSLA,17
-1533947634,Descent2e,0,ACTION_CHOSEN,97,6,5,2,0,"Move by 7953 to (4,9)",Move,Move: SW,OSLA,7
-1533947634,Descent2e,0,ACTION_CHOSEN,98,7,5,2,0,Ranged Attack by 7963 on 7899,RangedAttack,Ranged Attack by Goblin Archer minion on Widow Tarha (Range: 1.0),OSLA,4
-1533947634,Descent2e,0,ACTION_CHOSEN,99,7,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,100,7,5,2,0,"Move by 7963 to (5,8)",Move,"Move: SW, SE",OSLA,22
-1533947634,Descent2e,0,ACTION_CHOSEN,101,7,5,2,0,"Move by 7963 to (5,10)",Move,"Move: SW, SE",OSLA,15
-1533947634,Descent2e,0,ACTION_CHOSEN,102,8,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,103,9,5,2,0,Call Attribute Test by 7983 on 7871,Howl,Howl,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,104,9,5,2,0,Howl (Willpower) Test (1) by 7983 on 7871,HowlTest,Howl (Willpower) Test (1) by 7983 on 7871,OSLA,1
-1533947634,Descent2e,0,ACTION_CHOSEN,105,9,5,2,0,REROLL_ATTRIBUTE_TEST,RerollAttributeTest,"Lucky Charm: Reroll Howl (Willpower) Test (GREY [Result: 1], BLACK [Result: 4])",OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,106,9,5,2,0,DoNothing,DoNothing,DoNothing,OSLA,1
-1533947634,Descent2e,0,ACTION_CHOSEN,107,9,5,2,0,Howl (Willpower) Test (1) by 7983 on 7885,HowlTest,Howl (Willpower) Test (1) by 7983 on 7885,OSLA,1
-1533947634,Descent2e,0,ACTION_CHOSEN,108,9,5,2,0,Howl (Willpower) Test (1) by 7983 on 7899,HowlTest,Howl (Willpower) Test (1) by 7983 on 7899,OSLA,1
-1533947634,Descent2e,0,ACTION_CHOSEN,109,9,5,2,0,Howl (Willpower) Test (1) by 7983 on 7912,HowlTest,Howl (Willpower) Test (1) by 7983 on 7912,OSLA,1
-1533947634,Descent2e,0,ACTION_CHOSEN,110,9,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,111,10,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,112,11,5,2,0,Call Attribute Test by 8003 on 7871,Howl,Howl,OSLA,2
-1533947634,Descent2e,0,ACTION_CHOSEN,113,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7871,HowlTest,Howl (Willpower) Test (1) by 8003 on 7871,OSLA,1
-1533947634,Descent2e,0,ACTION_CHOSEN,114,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7885,HowlTest,Howl (Willpower) Test (1) by 8003 on 7885,OSLA,1
-1533947634,Descent2e,0,ACTION_CHOSEN,115,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7899,HowlTest,Howl (Willpower) Test (1) by 8003 on 7899,OSLA,1
-1533947634,Descent2e,0,ACTION_CHOSEN,116,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7912,HowlTest,Howl (Willpower) Test (1) by 8003 on 7912,OSLA,1
-1533947634,Descent2e,0,ACTION_CHOSEN,117,11,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,118,0,5,2,1,Rest,Rest,Rest,OSLA,3
-1533947634,Descent2e,1,ACTION_CHOSEN,119,0,5,2,1,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,120,0,5,2,1,"Move by 7871 to (4,3)",Move,Move: N,OSLA,13
-1533947634,Descent2e,1,ACTION_CHOSEN,121,0,5,2,1,"Move by 7871 to (4,4)",Move,Move: S,OSLA,9
-1533947634,Descent2e,1,ACTION_CHOSEN,122,0,5,2,1,"Move by 7871 to (5,6)",Move,"Move: S, SE",OSLA,11
-1533947634,Descent2e,1,ACTION_CHOSEN,123,0,5,2,1,End Turn,EndTurn,End Turn,OSLA,3
-1533947634,Descent2e,1,ACTION_CHOSEN,124,1,5,2,2,Heroic Feat: Avric Albright - Group Heal,HealAllInRange,Heroic Feat: Heal all Heroes in 3 spaces for 2 Red Power Dice,OSLA,4
-1533947634,Descent2e,1,ACTION_CHOSEN,125,1,5,2,2,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,3
-1533947634,Descent2e,1,ACTION_CHOSEN,126,1,5,2,2,"Move by 7885 to (4,4)",Move,"Move: N, N",OSLA,10
-1533947634,Descent2e,1,ACTION_CHOSEN,127,1,5,2,2,"Move by 7885 to (5,3)",Move,Move: NE,OSLA,10
-1533947634,Descent2e,1,ACTION_CHOSEN,128,1,5,2,2,End Turn,EndTurn,End Turn,OSLA,6
-1533947634,Descent2e,1,ACTION_CHOSEN,129,2,5,2,3,Rest,Rest,Rest,OSLA,5
-1533947634,Descent2e,1,ACTION_CHOSEN,130,2,5,2,3,Ranged Attack by 7899 on 7983,RangedAttack,Ranged Attack by Widow Tarha on Barghest minion (Range: 2.0),OSLA,4
-1533947634,Descent2e,1,ACTION_CHOSEN,131,3,5,2,4,End Reroll decision phase,EndRerollPhase,End Reroll decision phase,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,132,3,5,2,4,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,4
-1533947634,Descent2e,1,ACTION_CHOSEN,133,3,5,2,4,"Move by 7912 to (4,6)",Move,Move: N,OSLA,14
-1533947634,Descent2e,1,ACTION_CHOSEN,134,3,5,2,4,Rest,Rest,Rest,OSLA,11
-1533947634,Descent2e,1,ACTION_CHOSEN,135,3,5,2,4,Free Attack (Melee) by 7912 on 7933,HeroicFeatExtraAttack,Heroic Feat: Extra Attack (Melee) by Grisban the Thirsty on Goblin Archer minion,OSLA,10
-1533947634,Descent2e,1,ACTION_CHOSEN,136,3,5,2,4,End Surge decision phase,EndSurgePhase,End Surge decision phase,OSLA,4
-1533947634,Descent2e,1,ACTION_CHOSEN,137,3,5,2,4,"Move by 7912 to (4,7)",Move,Move: S,OSLA,10
-1533947634,Descent2e,1,ACTION_CHOSEN,138,3,5,2,4,"Move by 7912 to (4,6)",Move,Move: N,OSLA,8
-1533947634,Descent2e,1,ACTION_CHOSEN,139,4,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,140,5,5,2,0,Ranged Attack by 7953 on 7912,RangedAttack,Ranged Attack by Goblin Archer minion on Grisban the Thirsty (Range: 3.0),OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,141,5,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,142,5,5,2,0,"Move by 7953 to (4,11)",Move,"Move: SE, SW",OSLA,9
-1533947634,Descent2e,1,ACTION_CHOSEN,143,5,5,2,0,"Move by 7953 to (4,12)",Move,Move: S,OSLA,10
-1533947634,Descent2e,1,ACTION_CHOSEN,144,5,5,2,0,"Move by 7953 to (4,13)",Move,Move: S,OSLA,9
-1533947634,Descent2e,1,ACTION_CHOSEN,145,5,5,2,0,"Move by 7953 to (3,14)",Move,Move: SW,OSLA,8
-1533947634,Descent2e,1,ACTION_CHOSEN,146,6,5,2,0,Ranged Attack by 7963 on 7912,RangedAttack,Ranged Attack by Goblin Archer minion on Grisban the Thirsty (Range: 4.0),OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,147,6,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,148,6,5,2,0,"Move by 7963 to (4,11)",Move,Move: SW,OSLA,5
-1533947634,Descent2e,1,ACTION_CHOSEN,149,6,5,2,0,"Move by 7963 to (4,12)",Move,Move: S,OSLA,9
-1533947634,Descent2e,1,ACTION_CHOSEN,150,6,5,2,0,"Move by 7963 to (4,13)",Move,Move: S,OSLA,9
-1533947634,Descent2e,1,ACTION_CHOSEN,151,6,5,2,0,"Move by 7963 to (3,15)",Move,"Move: SW, S",OSLA,10
-1533947634,Descent2e,1,ACTION_CHOSEN,152,7,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,153,7,5,2,0,"Move by 74384 to (8,8)",Move,Move: SW,OSLA,7
-1533947634,Descent2e,1,ACTION_CHOSEN,154,7,5,2,0,"Move by 74384 to (8,9)",Move,Move: S,OSLA,8
-1533947634,Descent2e,1,ACTION_CHOSEN,155,7,5,2,0,"Move by 74384 to (7,10)",Move,Move: SW,OSLA,8
-1533947634,Descent2e,1,ACTION_CHOSEN,156,7,5,2,0,"Move by 74384 to (7,11)",Move,Move: S,OSLA,6
-1533947634,Descent2e,1,ACTION_CHOSEN,157,7,5,2,0,"Move by 74384 to (7,12)",Move,Move: S,OSLA,6
-1533947634,Descent2e,1,ACTION_CHOSEN,158,7,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,159,7,5,2,0,"Move by 74384 to (8,13)",Move,Move: SE,OSLA,4
-1533947634,Descent2e,1,ACTION_CHOSEN,160,7,5,2,0,"Move by 74384 to (8,14)",Move,Move: S,OSLA,8
-1533947634,Descent2e,1,ACTION_CHOSEN,161,7,5,2,0,"Move by 74384 to (7,15)",Move,Move: SW,OSLA,8
-1533947634,Descent2e,1,ACTION_CHOSEN,162,7,5,2,0,"Move by 74384 to (6,14)",Move,Move: NW,OSLA,9
-1533947634,Descent2e,1,ACTION_CHOSEN,163,7,5,2,0,"Move by 74384 to (6,15)",Move,Move: S,OSLA,6
-1533947634,Descent2e,1,ACTION_CHOSEN,164,8,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,165,9,5,2,0,Call Attribute Test by 7983 on 7871,Howl,Howl,OSLA,3
-1533947634,Descent2e,1,ACTION_CHOSEN,166,9,5,2,0,Howl (Willpower) Test (1) by 7983 on 7871,HowlTest,Howl (Willpower) Test (1) by 7983 on 7871,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,167,9,5,2,0,Howl (Willpower) Test (1) by 7983 on 7885,HowlTest,Howl (Willpower) Test (1) by 7983 on 7885,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,168,9,5,2,0,Howl (Willpower) Test (1) by 7983 on 7899,HowlTest,Howl (Willpower) Test (1) by 7983 on 7899,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,169,9,5,2,0,Howl (Willpower) Test (1) by 7983 on 7912,HowlTest,Howl (Willpower) Test (1) by 7983 on 7912,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,170,9,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,171,10,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,172,11,5,2,0,Call Attribute Test by 8003 on 7871,Howl,Howl,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,173,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7871,HowlTest,Howl (Willpower) Test (1) by 8003 on 7871,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,174,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7885,HowlTest,Howl (Willpower) Test (1) by 8003 on 7885,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,175,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7899,HowlTest,Howl (Willpower) Test (1) by 8003 on 7899,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,176,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7912,HowlTest,Howl (Willpower) Test (1) by 8003 on 7912,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,177,11,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,178,0,5,2,1,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,3
-1533947634,Descent2e,2,ACTION_CHOSEN,179,0,5,2,1,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,5
-1533947634,Descent2e,2,ACTION_CHOSEN,180,0,5,2,1,"Move by 7871 to (4,4)",Move,"Move: NW, N",OSLA,11
-1533947634,Descent2e,2,ACTION_CHOSEN,181,0,5,2,1,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,3
-1533947634,Descent2e,2,ACTION_CHOSEN,182,0,5,2,1,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,9
-1533947634,Descent2e,2,ACTION_CHOSEN,183,0,5,2,1,Rest,Rest,Rest,OSLA,13
-1533947634,Descent2e,2,ACTION_CHOSEN,184,0,5,2,1,Ranged Attack by 7871 on 7983,RangedAttack,Ranged Attack by Jain Fairwood on Barghest minion (Range: 2.0),OSLA,12
-1533947634,Descent2e,2,ACTION_CHOSEN,185,0,5,2,1,End Surge decision phase,EndSurgePhase,End Surge decision phase,OSLA,4
-1533947634,Descent2e,2,ACTION_CHOSEN,186,0,5,2,1,End Turn,EndTurn,End Turn,OSLA,12
-1533947634,Descent2e,2,ACTION_CHOSEN,187,1,5,2,2,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,3
