GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Barghest Minion 1,Hero 1,Barghest Minion 3,Barghest Minion 2,Hero 3,Hero 2,Hero 4,Goblin Minion 3,Goblin Minion 4,Goblin Minion 1,Goblin Minion 2,Goblin Master,Barghest Master
686380075,Descent2e,0,ABOUT_TO_START,0,0,4,12,"(9,5)","(2,15)",,"(9,2)","(1,15)","(2,16)",,"(5,3)",,"(5,2)","(3,6)","(3,5)","(10,4)"
686380075,Descent2e,0,ROUND_OVER,97,9,4,12,"(9,5)","(8,3)",,"(9,2)","(8,6)","(5,6)",,"(7,2)",,"(4,7)","(5,10)","(4,15)","(10,4)"
686380075,Descent2e,1,ROUND_OVER,142,10,4,12,"(9,5)","(8,3)",,"(9,2)","(8,6)","(9,4)",,"(10,7)",,"(4,12)","(6,14)","(4,15)","(8,8)"
686380075,Descent2e,2,ROUND_OVER,200,10,4,12,"(9,5)","(8,4)",,"(9,2)","(8,6)","(8,3)",,"(4,16)",,"(5,17)","(6,14)","(4,15)","(8,8)"
686380075,Descent2e,3,ROUND_OVER,238,10,4,12,"(9,5)","(8,4)",,"(11,4)","(7,7)","(8,2)",,"(4,16)",,"(5,17)","(6,14)","(4,15)","(8,8)"
686380075,Descent2e,4,GAME_OVER,240,0,4,12,"(9,5)","(8,4)",,"(11,4)","(7,7)","(8,2)",,"(4,16)",,"(5,17)","(6,14)","(4,15)","(8,8)"
-1832735679,Descent2e,0,ABOUT_TO_START,0,0,4,13,"(6,4)","(1,16)",,"(11,4)","(1,15)","(2,15)",,"(2,6)",,"(5,4)","(4,7)","(4,3)","(8,2)"
-1832735679,Descent2e,0,ROUND_OVER,97,10,4,13,"(6,4)","(5,5)",,"(11,4)","(5,6)","(4,6)",,"(6,15)",,"(5,13)","(3,15)","(5,12)","(8,2)"
-1832735679,Descent2e,1,ROUND_OVER,130,9,4,13,"(11,4)","(5,5)",,Dead,"(7,3)","(5,4)",,"(6,15)",,"(6,17)","(3,15)","(3,16)","(8,2)"
-1832735679,Descent2e,2,ROUND_OVER,164,9,4,13,"(11,4)","(8,4)",,Dead,"(9,3)","(7,2)",,"(6,15)",,"(6,17)","(3,15)","(3,16)","(8,2)"
-1832735679,Descent2e,3,ROUND_OVER,207,9,4,13,"(11,4)","(9,4)",,Dead,"(9,3)","(7,3)",,"(6,15)",,"(6,17)","(3,15)","(3,16)","(8,2)"
-1832735679,Descent2e,4,GAME_OVER,208,0,4,13,"(11,4)","(9,4)",,Dead,"(9,3)","(7,3)",,"(6,15)",,"(6,17)","(3,15)","(3,16)","(8,2)"
-170836685,Descent2e,0,ABOUT_TO_START,0,0,4,14,"(10,4)","(2,16)",,"(11,6)","(1,16)","(2,15)",,"(2,3)",,"(5,2)","(3,2)","(4,4)","(6,5)"
-170836685,Descent2e,0,ROUND_OVER,89,9,4,14,"(10,4)","(4,6)",,"(11,6)","(5,7)","(4,7)",,"(7,3)",,"(5,6)","(5,12)","(4,14)","(6,5)"
-170836685,Descent2e,1,ROUND_OVER,127,9,4,14,"(10,4)","(4,4)",,"(11,6)","(5,6)","(4,6)",,"(7,3)",,"(5,15)","(4,12)","(4,14)","(6,5)"
-170836685,Descent2e,2,ROUND_OVER,167,9,4,14,"(10,4)","(5,4)",,"(11,6)","(6,4)","(5,5)",,"(7,3)",,"(5,15)","(3,17)","(4,14)","(6,5)"
-170836685,Descent2e,3,ROUND_OVER,217,9,4,14,"(10,4)","(7,4)",,"(11,6)","(10,6)","(10,3)",,"(5,13)",,"(5,15)","(3,17)","(4,14)",Dead
-170836685,Descent2e,4,GAME_OVER,218,0,4,14,"(10,4)","(7,4)",,"(11,6)","(10,6)","(10,3)",,"(5,13)",,"(5,15)","(3,17)","(4,14)",Dead
192253389,Descent2e,0,ABOUT_TO_START,0,0,4,15,"(6,5)","(1,16)",,"(8,6)","(1,15)","(2,15)",,"(3,4)",,"(3,3)","(3,5)","(2,5)","(8,3)"
192253389,Descent2e,0,ROUND_OVER,105,10,4,15,"(6,5)","(4,7)",,"(8,6)","(2,15)","(7,4)",,"(6,14)",,"(5,13)","(6,15)","(4,15)","(8,3)"
192253389,Descent2e,1,ROUND_OVER,158,10,4,15,"(6,5)","(6,4)",,"(8,6)","(2,15)","(7,5)",,"(6,14)",,"(4,16)","(6,15)","(4,15)","(8,3)"
192253389,Descent2e,2,ROUND_OVER,207,9,4,15,"(6,5)","(5,4)",,"(8,6)","(2,15)","(7,4)",,"(6,14)",,"(4,16)","(6,15)","(6,3)","(8,3)"
192253389,Descent2e,3,ROUND_OVER,262,10,4,15,"(6,5)","(6,4)",,"(8,6)","(2,15)","(5,6)",,"(6,14)",,"(4,16)","(6,15)","(5,8)","(8,3)"
192253389,Descent2e,4,GAME_OVER,263,0,4,15,"(6,5)","(6,4)",,"(8,6)","(2,15)","(5,6)",,"(6,14)",,"(4,16)","(6,15)","(5,8)","(8,3)"
-1288883639,Descent2e,0,ABOUT_TO_START,0,0,4,16,"(10,4)","(2,16)",,"(6,2)","(1,15)","(2,15)",,"(2,2)",,"(5,3)","(5,7)","(2,5)","(8,2)"
-1288883639,Descent2e,0,ROUND_OVER,88,10,4,16,"(10,4)","(4,5)",,"(6,2)","(1,15)","(6,4)",,"(3,7)",,"(4,8)","(5,16)","(4,15)","(8,2)"
-1288883639,Descent2e,1,ROUND_OVER,135,9,4,16,"(10,4)","(7,3)",,"(6,2)","(1,15)","(6,4)",,"(11,7)",,"(5,13)","(5,16)","(4,15)","(8,2)"
-1288883639,Descent2e,2,ROUND_OVER,199,10,4,16,"(10,4)","(7,2)",,"(6,2)","(1,15)","(6,4)",,"(6,14)",,"(6,16)","(5,16)","(4,15)","(8,2)"
-1288883639,Descent2e,3,ROUND_OVER,243,10,4,16,"(10,4)","(7,2)",,"(6,2)","(1,16)","(6,4)",,"(6,14)",,"(6,16)","(5,16)","(4,15)","(8,2)"
-1288883639,Descent2e,4,GAME_OVER,244,0,4,16,"(10,4)","(7,2)",,"(6,2)","(1,16)","(6,4)",,"(6,14)",,"(6,16)","(5,16)","(4,15)","(8,2)"
495210545,Descent2e,0,ABOUT_TO_START,0,0,4,17,"(10,3)","(2,16)",,"(9,4)","(1,15)","(1,16)",,"(4,6)",,"(5,2)","(4,2)","(5,3)","(7,2)"
495210545,Descent2e,0,ROUND_OVER,97,10,4,17,"(10,3)","(5,4)",,"(9,4)","(9,2)","(8,3)",,"(5,11)",,"(5,7)","(4,7)","(4,8)","(7,2)"
495210545,Descent2e,1,ROUND_OVER,140,10,4,17,"(10,3)","(5,4)",,"(9,4)","(9,2)","(8,3)",,"(4,15)",,"(5,12)","(4,12)","(3,15)","(7,2)"
495210545,Descent2e,2,ROUND_OVER,183,9,4,17,"(10,3)","(5,4)",,"(9,4)","(8,2)","(8,4)",,"(4,15)",,"(4,14)","(6,16)","(3,15)",Dead
495210545,Descent2e,3,ROUND_OVER,211,9,4,17,"(10,3)","(5,4)",,"(9,4)","(9,3)","(8,4)",,"(4,15)",,"(4,14)","(6,16)","(3,15)",Dead
495210545,Descent2e,4,ROUND_OVER,238,9,4,17,"(10,3)","(7,2)",,"(9,4)","(9,3)","(9,2)",,"(4,15)",,"(4,14)","(6,16)","(3,15)",Dead
495210545,Descent2e,5,GAME_OVER,239,0,4,17,"(10,3)","(7,2)",,"(9,4)","(9,3)","(9,2)",,"(4,15)",,"(4,14)","(6,16)","(3,15)",Dead
623067577,Descent2e,0,ABOUT_TO_START,0,0,4,18,"(7,2)","(2,15)",,"(6,4)","(1,15)","(2,16)",,"(2,7)",,"(2,5)","(3,4)","(5,6)","(11,6)"
623067577,Descent2e,0,ROUND_OVER,98,10,4,18,"(7,2)","(5,5)",,"(6,4)","(4,2)","(5,4)",,"(5,12)",,"(4,10)","(3,9)","(5,11)","(11,6)"
623067577,Descent2e,1,ROUND_OVER,140,9,4,18,"(7,2)","(5,5)",,Dead,"(9,2)","(5,4)",,"(4,16)",,"(3,14)","(4,13)","(5,15)","(11,6)"
623067577,Descent2e,2,ROUND_OVER,165,9,4,18,"(7,2)","(6,4)",,Dead,"(9,2)","(5,4)",,"(4,16)",,"(3,14)","(5,16)","(5,15)","(11,6)"
623067577,Descent2e,3,ROUND_OVER,192,8,4,18,Dead,"(8,3)",,Dead,"(10,5)","(5,4)",,"(4,16)",,"(3,14)","(5,16)","(5,15)","(11,6)"
623067577,Descent2e,4,ROUND_OVER,222,8,4,18,Dead,"(10,6)",,Dead,"(10,5)","(11,4)",,"(4,16)",,"(3,14)","(5,16)","(5,15)","(11,6)"
623067577,Descent2e,5,GAME_OVER,223,0,4,18,Dead,"(10,6)",,Dead,"(10,5)","(11,4)",,"(4,16)",,"(3,14)","(5,16)","(5,15)","(11,6)"
1348299175,Descent2e,0,ABOUT_TO_START,0,0,4,19,"(7,4)","(2,16)",,"(9,4)","(2,15)","(1,16)",,"(4,5)",,"(5,7)","(4,4)","(5,6)","(9,6)"
1348299175,Descent2e,0,ROUND_OVER,102,10,4,19,"(7,4)","(8,7)",,"(9,4)","(10,7)","(10,10)",,"(6,14)",,"(5,14)","(5,9)","(3,16)","(9,6)"
1348299175,Descent2e,1,ROUND_OVER,148,10,4,19,"(7,4)","(8,6)",,"(10,5)","(10,7)","(8,7)",,"(6,14)",,"(5,14)","(4,14)","(3,16)","(9,6)"
1348299175,Descent2e,2,ROUND_OVER,197,10,4,19,"(7,4)","(8,6)",,"(11,4)","(10,7)","(8,7)",,"(6,14)",,"(5,14)","(4,14)","(3,16)","(9,6)"
1348299175,Descent2e,3,ROUND_OVER,249,10,4,19,"(7,4)","(8,6)",,"(11,4)","(9,8)","(9,5)",,"(6,14)",,"(5,14)","(4,14)","(3,16)","(9,6)"
1348299175,Descent2e,4,GAME_OVER,250,0,4,19,"(7,4)","(8,6)",,"(11,4)","(9,8)","(9,5)",,"(6,14)",,"(5,14)","(4,14)","(3,16)","(9,6)"
-371345131,Descent2e,0,ABOUT_TO_START,0,0,4,20,"(7,2)","(2,15)",,"(9,6)","(1,16)","(2,16)",,"(3,3)",,"(3,7)","(5,2)","(2,4)","(10,5)"
-371345131,Descent2e,0,ROUND_OVER,121,10,4,20,"(7,2)","(8,7)",,"(9,6)","(6,2)","(8,6)",,"(4,13)",,"(6,15)","(5,12)","(5,14)","(10,5)"
-371345131,Descent2e,1,ROUND_OVER,161,10,4,20,"(7,2)","(9,5)",,"(9,6)","(6,2)","(8,7)",,"(5,17)",,"(6,15)","(6,14)","(5,14)","(10,5)"
-371345131,Descent2e,2,ROUND_OVER,207,9,4,20,"(9,6)","(9,4)",,Dead,"(10,4)","(8,6)",,"(5,17)",,"(6,15)","(6,14)","(5,14)","(10,5)"
-371345131,Descent2e,3,ROUND_OVER,245,9,4,20,"(9,6)","(9,5)",,Dead,"(10,4)","(8,7)",,"(5,17)",,"(6,15)","(6,14)","(5,14)","(10,5)"
-371345131,Descent2e,4,GAME_OVER,247,0,4,20,"(9,6)","(9,5)",,Dead,"(10,4)","(8,7)",,"(5,17)",,"(6,15)","(6,14)","(5,14)","(10,5)"
1431328153,Descent2e,0,ABOUT_TO_START,0,0,4,21,"(9,3)","(2,16)",,"(8,2)","(2,15)","(1,16)",,"(3,7)",,"(3,6)","(4,5)","(5,6)","(10,4)"
1431328153,Descent2e,0,ROUND_OVER,100,10,4,21,"(9,3)","(7,3)",,"(8,2)","(6,4)","(8,4)",,"(4,12)",,"(5,11)","(4,10)","(5,14)","(10,4)"
1431328153,Descent2e,1,ROUND_OVER,145,10,4,21,"(9,3)","(7,2)",,"(8,2)","(6,4)","(9,5)",,"(5,16)",,"(3,14)","(6,15)","(5,14)","(10,4)"
1431328153,Descent2e,2,ROUND_OVER,185,10,4,21,"(9,3)","(7,2)",,"(8,2)","(7,3)","(8,4)",,"(5,16)",,"(3,14)","(6,15)","(5,14)","(10,4)"
1431328153,Descent2e,3,ROUND_OVER,225,10,4,21,"(9,3)","(9,5)",,"(8,2)","(6,3)","(8,4)",,"(5,16)",,"(3,14)","(6,15)","(5,14)","(10,4)"
1431328153,Descent2e,4,GAME_OVER,226,0,4,21,"(9,3)","(9,5)",,"(8,2)","(6,3)","(8,4)",,"(5,16)",,"(3,14)","(6,15)","(5,14)","(10,4)"
-538768873,Descent2e,0,ABOUT_TO_START,0,0,4,22,"(8,6)","(1,16)",,"(7,4)","(2,16)","(2,15)",,"(2,7)",,"(4,2)","(3,5)","(5,5)","(8,2)"
-538768873,Descent2e,0,ROUND_OVER,100,10,4,22,"(8,6)","(5,6)",,"(7,4)","(6,4)","(6,3)",,"(4,12)",,"(4,7)","(5,9)","(4,15)","(8,2)"
-538768873,Descent2e,1,ROUND_OVER,141,9,4,22,"(8,6)","(5,6)",,Dead,"(7,5)","(7,2)",,"(3,17)",,"(5,11)","(3,16)","(4,15)","(8,2)"
-538768873,Descent2e,2,ROUND_OVER,176,9,4,22,"(8,6)","(8,8)",,Dead,"(7,5)","(7,3)",,"(3,17)",,"(4,16)","(3,16)","(4,15)","(8,2)"
-538768873,Descent2e,3,ROUND_OVER,213,8,4,22,Dead,"(7,7)",,Dead,"(7,2)","(7,3)",,"(3,17)",,"(4,16)","(3,16)","(4,15)","(8,2)"
-538768873,Descent2e,4,GAME_OVER,214,0,4,22,Dead,"(7,7)",,Dead,"(7,2)","(7,3)",,"(3,17)",,"(4,16)","(3,16)","(4,15)","(8,2)"
-131927630,Descent2e,0,ABOUT_TO_START,0,0,4,23,"(10,5)","(2,16)",,"(9,6)","(1,16)","(2,15)",,"(2,2)",,"(4,7)","(4,6)","(4,3)","(7,2)"
-131927630,Descent2e,0,ROUND_OVER,108,10,4,23,"(6,4)","(8,7)",,"(9,6)","(7,10)","(10,7)",,"(4,12)",,"(4,16)","(5,15)","(5,12)","(7,2)"
-131927630,Descent2e,1,ROUND_OVER,141,10,4,23,"(6,4)","(8,7)",,"(9,6)","(8,8)","(10,6)",,"(6,17)",,"(4,16)","(5,15)","(3,15)","(7,2)"
-131927630,Descent2e,2,ROUND_OVER,197,10,4,23,"(6,4)","(8,6)",,"(9,6)","(6,5)","(7,4)",,"(6,17)",,"(4,16)","(5,15)","(3,15)","(7,2)"
-131927630,Descent2e,3,ROUND_OVER,236,10,4,23,"(6,4)","(8,6)",,"(9,6)","(5,5)","(7,4)",,"(6,17)",,"(4,16)","(5,15)","(3,15)","(7,2)"
-131927630,Descent2e,4,GAME_OVER,237,0,4,23,"(6,4)","(8,6)",,"(9,6)","(5,5)","(7,4)",,"(6,17)",,"(4,16)","(5,15)","(3,15)","(7,2)"
625973931,Descent2e,0,ABOUT_TO_START,0,0,4,24,"(10,3)","(2,16)",,"(9,4)","(2,15)","(1,15)",,"(2,3)",,"(2,4)","(5,6)","(4,3)","(11,6)"
625973931,Descent2e,0,ROUND_OVER,131,10,4,24,"(10,3)","(10,7)",,"(9,4)","(10,5)","(9,6)",,"(4,13)",,"(4,14)","(5,16)","(5,13)","(11,6)"
625973931,Descent2e,1,ROUND_OVER,170,10,4,24,"(10,3)","(10,7)",,"(9,4)","(11,4)","(9,6)",,"(5,14)",,"(4,14)","(5,16)","(3,15)","(11,6)"
625973931,Descent2e,2,ROUND_OVER,202,9,4,24,"(10,3)","(10,5)",,"(9,4)","(11,4)","(9,6)",,"(5,14)",,"(4,14)","(5,16)","(3,15)",Dead
625973931,Descent2e,3,ROUND_OVER,237,8,4,24,"(9,4)","(11,6)",,Dead,"(10,3)","(9,6)",,"(5,14)",,"(4,14)","(5,16)","(3,15)",Dead
625973931,Descent2e,4,GAME_OVER,238,0,4,24,"(9,4)","(11,6)",,Dead,"(10,3)","(9,6)",,"(5,14)",,"(4,14)","(5,16)","(3,15)",Dead
